TID,EngTitle,EngPurpose,LocalTitle,LocalPurpose,Type,Value,Value2,Count,RemoveItem,WorldTID,MapXYZ
500088,QMT_Title_002129,QMT_Purpose_002129,收集从栖树上的蜘蛛网。,收集蜘蛛网,3,25050,0,5,1,2000,7447.82|8039.12|104.91
500089,QMT_Title_002130,QMT_Purpose_002130,从红土收集。,红色的土壤取样,3,25051,0,5,1,2000,7399.00|7963.34|105.00
500090,QMT_Title_002131,QMT_Purpose_002131,从毒脚趾虎蜘蛛收集毒液。,蜘蛛毒液收集,3,25052,0,5,1,2000,7442.95|8051.38|105.00
500091,QMT_Title_002132,QMT_Purpose_002132,谈话抓杯的天空，在基地的面纱的差异。,区别与对话的捕获玻璃,7,25053,0,1,1,2000,7283.28|8026.44|98.00
500092,QMT_Title_002133,QMT_Purpose_002133,在天空中膨胀的与帕森斯的对话。,在天空中膨胀的与帕森斯对话,2,51018,0,1,0,2000,7289.53|8024.56|98.00
500093,QMT_Title_002134,QMT_Purpose_002134,天空谈话膨胀一半纪州基地。,纪州一半的谈话在天空中膨胀的,2,51021,0,1,0,2000,7343.24|7828.54|95.00
500094,QMT_Title_002135,QMT_Purpose_002135,拾取无名勇士的金斧。,获得金斧头,3,25055,0,1,1,2000,7474.73|8096.44|98.25
501094,QMT_Title_002136,QMT_Purpose_002136,拾取无名勇士的银斧。,获得银斧头,3,25056,0,1,1,2000,7473.96|8087.25|97.73
502094,QMT_Title_002137,QMT_Purpose_002137,拾取无名勇士的铁斧。,获得铁斧头,3,25057,0,1,1,2000,7468.62|8092.35|99.36
500095,QMT_Title_002138,QMT_Purpose_002138,采集黑石头。,黑石收集,3,25058,0,5,1,2000,7351.41|8102.52|109.45
500096,QMT_Title_002139,QMT_Purpose_002139,杰克和天空和膨胀的对话。,杰克和天空膨胀的对话,2,51020,0,1,0,2000,7284.82|8009.15|98.00
500097,QMT_Title_002140,QMT_Purpose_002140,检查湿度。,使用湿度棒,4,25062,0,1,1,2000,7508.45|7606.01|71.11
500098,QMT_Title_002141,QMT_Purpose_002141,得到一个奇怪的树枝，从一个奇怪的树的分支。,奇怪的树支收集,3,25059,0,5,1,2000,7519.50|7930.15|119.76
500099,QMT_Title_002142,QMT_Purpose_002142,收集绿肥草。,采集绿肥草,3,25060,0,6,1,2000,7375.64|7709.77|65.17
500100,QMT_Title_002143,QMT_Purpose_002143,使用吸收抑制剂到一个陌生的树在湖的深处。,采用吸收抑制剂,4,25061,0,1,1,2000,7536.13|7948.57|118.89
500101,QMT_Title_002144,QMT_Purpose_002144,击杀连锁杀人魔利颇。,杀连锁杀人魔利颇,1,50643,0,1,0,2000,7490.53|7902.16|119.06
500102,QMT_Title_002145,QMT_Purpose_002145,从恶鬼笼罩宪兵回收腐朽的遗物。,遗物回收,3,25063,0,6,1,2000,7513.64|7910.64|119.00
500103,QMT_Title_002146,QMT_Purpose_002146,从池边收集卡戎草。,采集卡戎草,3,25064,0,6,1,2000,7542.57|7818.91|103.58
500104,QMT_Title_002147,QMT_Purpose_002147,在湖滨联络与阿米娜谈话。,阿米娜在湖畔的联络和对话,7,25064,0,1,1,2000,7354.65|7836.27|95.07
500105,QMT_Title_002148,QMT_Purpose_002148,在湖滨联络与阿米娜谈话。,阿米娜在湖畔的联络和对话,7,25065,0,1,1,2000,7354.65|7836.27|95.07
500106,QMT_Title_002149,QMT_Purpose_002149,遗址天堂和奴役月神对话。,遗址天地对话，奴役月神,2,51032,0,1,0,2501,380.18|142.15|132.72
501106,QMT_Title_002150,QMT_Purpose_002150,月神使用萤火虫运动顺序。,使用萤火虫为了月神移动,4,12300,0,1,1,2000,0
500107,QMT_Title_002151,QMT_Purpose_002151,在湖滨联络与阿米娜谈话。,阿米娜在湖畔的联络和对话,7,25066,0,1,1,2000,7354.65|7836.27|95.07
501107,QMT_Title_002152,QMT_Purpose_002152,使用深湖运动订单。,使用深湖运动订单,4,12306,0,1,1,2000,0
500108,QMT_Title_002153,QMT_Purpose_002153,杀死蓝叶安提兰斯，取得古老的水晶。,收集古老的水晶,3,25067,0,6,1,2000,7512.64|7716.50|71.08
500109,QMT_Title_002154,QMT_Purpose_002154,谈话syayinigwa在湖滨联络。,Syayinigwa在湖滨联络谈话,2,51022,0,1,0,2000,7340.49|7829.91|95.00
500110,QMT_Title_002155,QMT_Purpose_002155,采集水的水晶。,收集水晶,3,25068,0,6,1,2000,7497.06|7954.62|119.90
500111,QMT_Title_002156,QMT_Purpose_002156,使用水之手杖。,使用水之手杖,4,25069,0,1,1,2000,7633.98|7640.09|92.15
500112,QMT_Title_002157,QMT_Purpose_002157,击杀发怒吼叫贝尔拉候。,杀贝尔拉候,1,50653,0,1,0,2000,7633.98|7640.09|92.15
500113,QMT_Title_002158,QMT_Purpose_002158,在环检查站的对话和阿斯达。,Asda和中环的检查站进行对话,7,25070,0,1,1,2000,7244.56|7515.33|69.15
500114,QMT_Title_002159,QMT_Purpose_002159,击杀红树干宪兵。,杀红树干宪兵,1,50661,0,7,0,2000,7278.51|7449.74|74.68
500115,QMT_Title_002160,QMT_Purpose_002160,从水晶团收集绿色水晶。,采集水晶团,3,25071,0,6,1,2000,7382.42|7367.24|99.32
500116,QMT_Title_002161,QMT_Purpose_002161,收集新鲜的枝叶从郁郁葱葱的树木。,新鲜的树枝收集,3,25073,0,6,1,2000,7326.90|7537.50|69.33
500117,QMT_Title_002162,QMT_Purpose_002162,种一棵泥树。,种树,4,25072,0,1,1,2000,7423.45|7430.16|77.94
500118,QMT_Title_002163,QMT_Purpose_002163,击杀流血木偶。,击杀流血木偶,1,50663,0,1,0,2000,7384.31|7383.01|99.30
500119,QMT_Title_002164,QMT_Purpose_002164,击杀血光树枝宪兵，获得宪兵的眼睛。,收集宪兵的眼睛,3,25074,0,6,1,2000,7379.90|7447.55|89.67
500120,QMT_Title_002165,QMT_Purpose_002165,采集绿茵草。,采集绿茵草,3,25075,0,6,1,2000,7339.88|7460.59|80.41
500121,QMT_Title_002166,QMT_Purpose_002166,使用人工宪兵树根。,使用人工宪兵树根,4,25076,0,1,1,2000,7357.05|7520.01|71.89
500122,QMT_Title_002167,QMT_Purpose_002167,在环检查站的对话和阿斯达。,Asda和中环的检查站进行对话,2,51024,0,1,0,2000,7244.56|7515.33|69.15
500123,QMT_Title_002168,QMT_Purpose_002168,Kanho与侦察分公司地址对话。,Kanho和盆地侦察牛对话,2,51026,0,1,0,2000,7453.00|7312.13|81.80
500124,QMT_Title_002169,QMT_Purpose_002169,博马阵营内收集奇怪的树枝。,采摘奇怪的树,3,25077,0,1,1,2000,7261.71|7244.82|108.39
500125,QMT_Title_002170,QMT_Purpose_002170,杀死失去理智古木安提兰斯，收集它的表皮。,安提兰斯表皮收集,3,25078,0,6,1,2000,7601.26|7324.58|90.63
500126,QMT_Title_002171,QMT_Purpose_002171,Kanho与侦察分公司地址对话。,Kanho和盆地侦察牛对话,2,51026,0,1,0,2000,7453.00|7312.13|81.80
500127,QMT_Title_002172,QMT_Purpose_002172,到博马阵营内销毁秘密装置。,销毁可疑秘密,1,50686,0,3,0,2000,7281.51|7256.49|109.10
500128,QMT_Title_002173,QMT_Purpose_002173,击杀七步贝诺恩，取得指令。,收集线索,3,25080,0,1,1,2000,7287|7238|108
500129,QMT_Title_002174,QMT_Purpose_002174,月神使用萤火虫运动顺序。,使用萤火虫为了月神移动,4,12300,0,1,1,2000,0
500130,QMT_Title_002175,QMT_Purpose_002175,希腊人随后与月神对话的束缚。,在与希腊人在奴役月神对话,7,25079,0,1,1,2501,259.95|260.22|198.47
500131,QMT_Title_002176,QMT_Purpose_002176,血液和雾胡安山谈话。,血腥胡安和雾山对话,2,51028,0,1,0,2000,7288.12|7266.17|108.45
500132,QMT_Title_002177,QMT_Purpose_002177,从博马阵营的坚硬箱子回收斧头。,找回胡安的斧头,3,25081,0,1,1,2000,7305.16|7282.07|86.67
501132,QMT_Title_002178,QMT_Purpose_002178,从博马营的僵硬箱子回收铠甲。,找回胡安的铠甲,3,25082,0,1,1,2000,7267.82|7244.33|108.45
500133,QMT_Title_002179,QMT_Purpose_002179,胡安将被护送到安全的地方。,胡安护航,5,4417,0,1,0,2000,7467.89|7297.97|81.80
500134,QMT_Title_002180,QMT_Purpose_002180,破坏博马阵营的毒箭木桶。,毒箭木桶破坏,1,50689,0,5,0,2000,7216.37|7284.90|97.46
500135,QMT_Title_002181,QMT_Purpose_002181,血液从剧毒博马获得。,采集博马血液,3,25083,0,6,1,2000,7294.79|7376.22|85.41
500136,QMT_Title_002182,QMT_Purpose_002182,从博马营找到他们的皮囊。,收集博马的皮,3,25085,0,6,1,2000,7228.67|7262.84|101.28
500137,QMT_Title_002183,QMT_Purpose_002183,武器获得从神经毒博马。,博马武器收缴,3,25084,0,6,1,2000,7269.59|7244.90|108.45
500138,QMT_Title_002184,QMT_Purpose_002184,交谈拉希德小流域侦察。,Rashid和盆地侦察牛对话,2,51029,0,1,0,2000,7467.63|7297.87|81.80
500139,QMT_Title_002185,QMT_Purpose_002185,击杀红色条纹博马。,杀红色条纹博马,1,50671,0,7,0,2000,7545.80|7433.38|102.56
500140,QMT_Title_002186,QMT_Purpose_002186,从帕萨迪纳池收集婆娑草。,采集婆娑草,3,25086,0,6,1,2000,7357.12|7290.12|61.44
500141,QMT_Title_002187,QMT_Purpose_002187,交谈拉希德小流域侦察。,Rashid和盆地侦察牛对话,7,25087,0,1,1,2000,7467.63|7297.87|81.80
500142,QMT_Title_002188,QMT_Purpose_002188,击杀黑舌蛮博。,杀黑舌蛮博,1,50673,0,1,0,2000,7539.08|7361.28|104.92
500143,QMT_Title_002189,QMT_Purpose_002189,从发光条纹博马收集毒液。,博马毒液收集,3,25088,0,6,1,2000,7538.36|7407.17|100.92
500144,QMT_Title_002190,QMT_Purpose_002190,收集解毒水晶。,收集解毒水晶,3,25089,0,6,1,2000,7276.85|7311.61|79.33
500145,QMT_Title_002191,QMT_Purpose_002191,月神使用萤火虫运动顺序。,使用萤火虫为了月神移动,4,12300,0,1,1,2000,0
500146,QMT_Title_002192,QMT_Purpose_002192,希腊人随后与月神对话的束缚。,在与希腊人在奴役月神对话,7,25090,0,1,1,2501,259.95|260.22|198.47
500147,QMT_Title_002193,QMT_Purpose_002193,吴见了踪影他的儿子。,吴遇见了他的儿子发现踪迹,2,51076,0,1,0,2000,7570.94|7483.11|87.06
500148,QMT_Title_002194,QMT_Purpose_002194,乌曼交谈与我的小盆地侦察。,与我在盆地侦察牛聊天乌曼,2,51031,0,1,0,2000,7432.79|7360.34|96.43
500149,QMT_Title_002195,QMT_Purpose_002195,月神使用萤火虫运动顺序。,使用萤火虫为了月神移动,4,12300,0,1,1,2000,0
500150,QMT_Title_002196,QMT_Purpose_002196,获得红浆果从博马阵营的木桶。,红色浆果采集,3,25091,0,5,1,2000,7541.25|7386.03|104.73
500151,QMT_Title_002197,QMT_Purpose_002197,Kanho与侦察分公司地址对话。,Kanho和盆地侦察牛对话,7,25092,0,1,1,2000,7453.00|7312.13|81.80
500152,QMT_Title_002198,QMT_Purpose_002198,谈话与记者的嗡嗡声在藤蔓研究所。,按嗡嗡声和交谈的葡萄研究所,2,51010,0,1,0,2000,6989.55|8525.89|111.20
500153,QMT_Title_002199,QMT_Purpose_002199,与五集在丛林村庄的对话。,聊天与五大总成在丛林村庄,2,51004,0,1,0,2000,7051.61|7820.22|91.00
500154,QMT_Title_002200,QMT_Purpose_002200,计算三叶三叶花从花,三叶花集合,3,25212,0,3,1,4400,186.53|91.08|95.67
501154,QMT_Title_002201,QMT_Purpose_002201,计算从出血开花花出血,出血花集合,3,25213,0,3,1,4400,242.61|220.47|85.69
500155,QMT_Title_002202,QMT_Purpose_002202,杀害毒荆棘树饲料,毒荆棘树提要援助,1,170021,0,6,0,4401,107.69|317.37|96.41
501155,QMT_Title_002203,QMT_Purpose_002203,计分忌baramkkot,避免baramkkot援助,1,170022,0,1,0,4401,169.64|347.55|103.46
500156,QMT_Title_002204,QMT_Purpose_002204,牧师爸爸勒杀,乐牧师爸爸援助,1,170047,0,1,0,4402,361.62|390.58|112.61
500157,QMT_Title_002205,QMT_Purpose_002205,入口获取干刺荆棘从入口干,入口干刺集合,3,25214,0,3,1,4410,152.01|104.82|5.17
500158,QMT_Title_002206,QMT_Purpose_002206,消旋的治疗,女中音援助,1,170127,0,1,0,4411,361.20|409.64|1.19
501158,QMT_Title_002207,QMT_Purpose_002207,该援助耳棒,坡伊普酒吧克赖斯特彻奇,1,170128,0,1,0,4411,464.14|126.85|3.05
500159,QMT_Title_002208,QMT_Purpose_002208,计分来到单位,ONT-治疗,1,170149,0,1,0,4412,209.02|458.59|32.29
500160,QMT_Title_002209,QMT_Purpose_002209,通常清除难度出血小麦农场使用S级或更高。,已完成,9,4400,3,1,0,0,0
500161,QMT_Title_002210,QMT_Purpose_002210,清除难度出血小麦农场SS排名更高。,SS等级满足,9,4401,4,1,0,0,0
500162,QMT_Title_002211,QMT_Purpose_002211,很清楚的难度出血小麦农场SSS排名更高。,SSS级完成,9,4402,5,1,0,0,0
500163,QMT_Title_002212,QMT_Purpose_002212,通常它会清除至少难度军衔的实体的庇护所。,已完成,9,4410,3,1,0,0,0
500164,QMT_Title_002213,QMT_Purpose_002213,清除在SS等级至少难度实体的庇护所。,SS等级满足,9,4411,4,1,0,0,0
500165,QMT_Title_002214,QMT_Purpose_002214,该保护区是非常明确的实体上的SSS级别更高的难度。,SSS级完成,9,4412,5,1,0,0,0
500166,QMT_Title_002215,QMT_Purpose_002215,加强新??闻的嗡嗡声的武器+2,+2武器，以加强新闻的嗡嗡声,14,9074,2,1,0,2000,6975.37|8524.04|111.20
501166,QMT_Title_002216,QMT_Purpose_002216,它提供武器按藤蔓的嗡嗡声研究所。,武器交付给巴兹新闻研究所的藤,7,9074,0,1,1,2000,6975.37|8524.04|111.20
500167,QMT_Title_002217,QMT_Purpose_002217,适合的元素石项目,灵石安装项目,16,0,0,1,0,2000,6975.37|8524.04|111.20
500168,QMT_Title_002218,QMT_Purpose_002218,使用冷冻天堂的举动令。,使用冷冻的天堂运行命令,4,12309,0,1,1,2000,0
500169,QMT_Title_002219,QMT_Purpose_002219,去找藤机构的管理器注册基地。,注册据点,15,104106,0,1,0,2000,6963.02|8528.31|111.20
500170,QMT_Title_002220,QMT_Purpose_002220,使用运行命令。,使用移动订单,4,12305,0,1,1,0,0
500171,QMT_Title_002221,QMT_Purpose_002221,使用运行命令。,使用移动订单,4,12307,0,1,1,0,0
500172,QMT_Title_002222,QMT_Purpose_002222,使用运行命令。,使用移动订单,4,12307,0,1,1,0,0
500173,QMT_Title_002223,QMT_Purpose_002223,在悲伤沼泽的对话和阿德利。,阿德利对话和悲伤沼泽,2,51072,0,1,0,2000,7381.87|8240.73|126.91
500174,QMT_Title_002224,QMT_Purpose_002224,血液和在雾kanho山对话。,血对话和kanho山在雾中,2,51026,0,1,0,2000,7453.00|7312.13|81.80
500175,QMT_Title_002225,QMT_Purpose_002225,击杀被诅咒的宪兵。,杀被诅咒的宪兵,1,50641,0,7,0,2000,7595.50|8053.21|112.79
500176,QMT_Title_002226,QMT_Purpose_002226,击杀粗枝安提兰斯。,杀粗枝安提兰斯,1,50652,0,7,0,2000,7624.84|7656.45|93.72
500177,QMT_Title_002227,QMT_Purpose_002227,击杀红树干宪兵。,杀红树干宪兵,1,50661,0,7,0,2000,7395.90|7457.89|91.16
500178,QMT_Title_002228,QMT_Purpose_002228,击杀古木哥布林萨满。,古木哥布林萨满,1,50572,0,4,0,2000,7256.30|8442.32|139.86
500179,QMT_Title_002229,QMT_Purpose_002229,捕捉小种斯帕特斯卡，收集斯帕特斯卡种子囊袋。,收集斯帕特斯卡种子囊袋,3,25218,0,3,1,2000,6424.89|8313.37|133.12
500180,QMT_Title_002230,QMT_Purpose_002230,捕捉大种斯帕特斯卡，收集斯帕特斯卡汁液。,收集斯帕特斯卡汁液,3,25219,0,3,1,2000,6465.76|8403.12|136.41
500181,QMT_Title_002231,QMT_Purpose_002231,电弧周围通行证准备心病展位。,与亭在树林月光绞纱豪尔对话,7,25220,0,1,1,2000,6245.16|8549.19|103.40
500182,QMT_Title_002232,QMT_Purpose_002232,击杀藤砂轮队长，收集树根雕塑。,收集树根雕塑,3,25221,0,3,1,2000,6256.80|8587.29|102.19
500183,QMT_Title_002233,QMT_Purpose_002233,采摘心情草。,采摘心草,3,25222,0,3,1,2000,6347.36|8548.70|92.44
500184,QMT_Title_002235,QMT_Purpose_002235,如何防暴阿杨的对话，并呼吁氧化钛。,香格里拉氧化钛和对话,2,51241,0,1,0,2000,6304.40|8827.04|114.40
500185,QMT_Title_002236,QMT_Purpose_002236,击杀小种斯帕特斯卡。,击杀小种斯帕特斯卡,1,50691,0,3,0,2000,6424.89|8313.37|133.12
500186,QMT_Title_002237,QMT_Purpose_002237,在月光下与卡蒂亚的谈话变成森林。,月光绞交谈卡蒂亚在森林,2,51238,0,1,0,2000,6245.90|8546.53|103.43
500187,QMT_Title_002238,QMT_Purpose_002238,击杀蛆虫树干斯帕特斯卡。,击杀蛆虫树干斯帕特斯卡,1,50693,0,3,0,2000,6456.75|8436.16|127.33
500188,QMT_Title_002239,QMT_Purpose_002239,击杀蛆虫树干斯帕特斯卡，收集斯帕特斯卡树干。,收集斯帕特斯卡树干,3,25223,0,3,1,2000,6456.75|8436.16|127.33
500189,QMT_Title_002240,QMT_Purpose_002240,收集光粉花。,收集光粉花,3,25224,0,3,1,2000,6329.61|8552.64|92.66
500190,QMT_Title_002241,QMT_Purpose_002241,击杀藤砂轮师,击杀藤砂轮师,1,50702,0,3,0,2000,6318.73|8567.48|100.11
500191,QMT_Title_002242,QMT_Purpose_002242,击杀藤砂轮,击杀藤砂轮,1,50701,0,3,0,2000,6252.86|8532.53|101.13
500192,QMT_Title_002243,QMT_Purpose_002243,杀死藤砂轮战士，收集斧头。,收集砂轮斧头,3,25225,0,3,1,2000,6376.36|8565.97|100.18
500193,QMT_Title_002244,QMT_Purpose_002244,在防暴训练营与索尼娅对话,半狄阵营与索尼娅对话,2,51243,0,1,0,2000,6309.67|8827.64|114.62
500194,QMT_Title_002245,QMT_Purpose_002245,击杀砂轮样式。,击杀砂轮样式,1,50712,0,3,0,2000,6457.87|8510.69|100.63
501194,QMT_Title_002246,QMT_Purpose_002246,击杀巨叶特利皮特。,击杀巨叶特利皮特,1,50711,0,3,0,2000,6473.87|8509.92|101.83
500195,QMT_Title_002247,QMT_Purpose_002247,击杀巨叶特利皮特。,击杀巨叶特利皮特,1,50713,0,3,0,2000,6596.41|8485.56|108.20
500196,QMT_Title_002248,QMT_Purpose_002248,破坏砂轮的药品。,销毁化学品,1,50714,0,5,0,2000,6560.30|8517.63|107.90
500197,QMT_Title_002249,QMT_Purpose_002249,采摘滴答草。,采摘滴答草,3,25226,0,5,1,2000,6617.13|8447.24|110.32
500198,QMT_Title_002250,QMT_Purpose_002250,杀愤怒之花。,杀愤怒的花,1,50715,0,3,0,2000,6530.80|8450.78|106.37
500199,,,击杀风翼矛斯伦，并收集矛斯伦眼睛,收集矛斯伦的眼睛,3,25227,0,6,1,2000,6359.38|8903.32|109.26
500200,,,在密克隆村与银河系的对话,密克隆并在银河系村的对话,2,51244,0,1,0,2000,6531.79|8899.57|112.26
500201,,,击杀黑骑士布里德米尔。,击杀黑骑士布里德米尔,1,50581,0,6,1,2000,7381.42|8624.76|165.00
500202,,,杀死矛斯伦饲养员。,杀死矛斯伦饲养员,1,50723,0,6,0,2000,6347.86|8960.94|108.76
500203,,,杀麟翼矛斯伦,杀麟翼矛斯伦,1,50721,0,6,0,2000,6342.73|8901.49|109.88
500204,,,矛斯伦之卵的破坏,摧毁矛斯伦的卵,1,50724,0,6,0,2000,6411.53|8943.29|110.91
500205,,,消灭灰眼睛,消灭灰眼睛,1,50722,0,6,0,2000,6374.33|8926.92|108.99
500206,,,击杀风翼矛斯伦，并收集矛斯伦血,收集矛斯伦血样,3,25228,0,6,1,2000,6359.38|8903.32|109.26
500207,,,杀麟翼矛斯伦，并收集矛斯伦毒液,矛斯伦毒的收集,3,25229,0,6,1,2000,6342.73|8901.49|109.88
500208,,,在天河村的对话和罗地亚,罗地亚和谈话,2,51245,0,1,0,2000,6539.70|8891.75|112.44
500209,,,击杀芳香布里德米尔，并收集它的叶子,收集叶子,3,25230,0,6,1,2000,6511.68|8825.08|113.84
500210,,,中和剂用于流血小麦,使用中和剂,4,25231,0,1,1,2000,6515.22|8802.11|111.79
500211,,,击杀香气布里德米尔,击杀香气布里德米尔,1,50726,0,6,0,2000,6515.40|8833.85|114.20
500212,,,击杀布里德米尔王锯齿脚趾,击杀布里德米尔王,1,50727,0,1,0,2000,6543.62|8785.42|120.64
500213,,,击杀幼苗布里德米尔，并收集果实,收集幼苗果实,3,25232,0,5,1,2000,6524.64|8959.24|122.66
500214,,,击杀幼苗布里德米尔,击杀幼苗布里德米尔,1,50730,0,6,0,2000,6524.64|8959.24|122.66
500215,,,击杀布里德米尔饲养员,击杀布里德米尔饲养员,1,50728,0,6,0,2000,6518.96|8966.91|122.91
500216,,,击杀祭司长查查鲁,除掉查查鲁,1,50731,0,1,0,2000,6564.81|9037.14|124.93
500217,,,与肯尼斯·对话,肯尼斯·对话,2,51248,0,1,0,2000,6580.40|8981.53|121.35
500218,,,杀萨满，并收集他的木棍。,收集萨满的木棍,3,25233,0,6,1,2000,6555.53|9027.61|124.93
500219,,,护送肯尼斯,肯尼斯护航,5,55331,0,1,0,2000,6539.36|8888.71|112.44
500220,,,去找经理注册一个要塞堡垒镇银河系。,注册据点,15,104126,0,1,0,2000,6564.23|8894.44|112.06
500221,,,在幼苗养殖地击杀萨满,击杀萨满,1,50729,0,6,0,2000,6555.53|9027.61|124.93
500222,,,加强密克隆群岛的武器+2,+2武器强化密克隆群岛,14,9074,2,1,0,2000,6550.95|8909.13|112.07
501222,,,银河系密克隆武器经过村。,武器运送到银河系，密克隆村,7,9074,0,1,1,2000,6531.79|8899.57|112.26
500223,,,适合的元素石项目,灵石安装项目,16,0,0,1,0,2000,6550.95|8909.13|112.07
500224,,,使用沼泽营地传送卷。,使用沼泽营地传送卷,4,12303,0,1,1,0,0
500225,,,随着国家在银河系大本营的对话。,在银河系大本营的国家对话,2,51225,0,1,0,2000,6470.92|8558.58|100.51
