TID,Type,EngTitle,EngMainScript,EngProgressScript,EngFinishScript,EngMiniBarFinish,LocalTitle,LocalMainScript,LocalProgressScript,LocalFinishScript,LocalMiniBarFinish,Area,Grade,Level,Repeat,RepeatDay,Share,StartType,StartValue,StartCinemaTID,FinishType,FinishValue,FinishCinemaTID,TimeOut,PrevQuest,NextQuest,DemandRace,DemandLowLv,DemandMaxLv,DemandWeapon,DemandWLv,GiveItem1,GiveItemCnt1,GiveItem2,GiveItemCnt2,EventTID,MissionTID,RewardTID,DropTID
50159,0,QUT_Title_001765,QUT_Main_001765,QUT_Progress_001765,QUT_Finish_001765,QUT_Mini_001765,[最困难]恐怖的恩蒂温,说服不了恩蒂温.久这样放着不管就会继续攻击戴姆里伸.没有办法我们只能除掉他了.英雄你就去处理这件事吧. 去<TC '163:21:21' Text'恩蒂温圣所' />除掉<TC '163:21:21' Text'恩蒂温' />.,说服不了恩蒂温.久这样放着不管就会继续攻击戴姆里伸.没有办法我们只能除掉他了.英雄你就去处理这件事吧.,虽然没有办法恩蒂温但是除掉还是有点困难.不管怎样辛苦了.,和本地侦查所的卡户对话,1202,4,99,0,0,1,1,51026,0,1,51026,0,0,50020,0,2|4,99,99,0,0,0,0,0,0,0,500159,150159|450112,0
50160,1,QUT_Title_001766,QUT_Main_001766,QUT_Progress_001766,QUT_Finish_001766,QUT_Mini_001766,[普通] 去布里德米尔饲养场挑战,你的能力到底处于那种程度呢?要是不知道的话先去挑战试试吧./n /n去目的地就能知道你的能力和界限了./n /n你想去试一下自己的能力的话<TC '163:21:21' Text'布里德米尔饲养场' />挑战一下普通难度.并且得到S的排序. ,要想知道你的能力就去布里德米尔饲养场挑战一下普通难度吧.,你的能力还不错.但还不是很优秀所以不要自满.,和地下城的管理者对话,1202,1,10,0,0,1,1,51211,0,1,51211,0,0,0,0,2|4,10,99,0,0,0,0,0,0,0,500160,150160|450104,0
50161,1,QUT_Title_001767,QUT_Main_001767,QUT_Progress_001767,QUT_Finish_001767,QUT_Mini_001767,"[困难] 挑战极限,布里德米尔饲养场",你挑战过极限吗?能不能超越它就知道你的能力了./n /n要想超越极限就去<TC '163:21:21' Text'布里德米尔饲养场' />挑战困难难度.并且得到SS的排序.,挑战极限是很好的一件事.,很优秀.突破了极限.,和地下城的管理者对话,1202,2,10,0,0,1,1,51211,0,1,51211,0,0,0,0,2|4,10,99,0,0,0,0,0,0,0,500161,150161|450105,0
50162,1,QUT_Title_001768,QUT_Main_001768,QUT_Progress_001768,QUT_Finish_001768,QUT_Mini_001768,"[最困难] 极致挑战,布里德米尔饲养场","你有达到过极端吗? 只有具有极强大能力的人才能在这里修炼你的技术和能力./n /n你要是确定你有这样的能力, 去<TC '163:21:21' Text'布里德米尔饲养场' />挑战最高的难度.并且得到SSS的排序.",你要是合格的话就能战胜极限.,哦哦.有极致能力的人诞生了.真让人敬佩.,和地下城的管理者对话,1202,4,99,0,0,1,1,51211,0,1,51211,0,0,0,0,2|4,99,99,0,0,0,0,0,0,0,500162,150162|450106,0
50163,1,QUT_Title_001769,QUT_Main_001769,QUT_Progress_001769,QUT_Finish_001769,QUT_Mini_001769,"[普通] 挑战吧, 恩蒂温的圣所","虽然你有隐藏的实力,但是现在和其他人没有区别.要是想完全发挥自己的能力就应该先去挑战一下./n /n去<TC '163:21:21' Text'恩蒂温圣所' />挑战普通难度并得到S的排序.只有这样你的能力才能发光.",使你的能力发挥出来.,果然! 你具有不一般的能力.,和地下城的管理者对话,1202,1,20,0,0,1,1,51212,0,1,51212,0,0,0,0,2|4,20,99,0,0,0,0,0,0,0,500163,150163|450104,0
50164,1,QUT_Title_001770,QUT_Main_001770,QUT_Progress_001770,QUT_Finish_001770,QUT_Mini_001770,"[困难] 挑战极限, 恩蒂温圣所","你有超越极限的天赋. 哎吆,这个具有唤醒技术和实力的能力.你要是真想得到它的话就先挑战吧./n /n去<TC '163:21:21' Text'恩蒂温圣所' />挑战困难的难度并得到SS排序.要是能完成的话会自动唤醒你的天赋.",证明你有超越极限的天赋.,具有超高的天赋.太伟大了.,和地下城的管理者对话,1202,2,20,0,0,1,1,51212,0,1,51212,0,0,0,0,2|4,20,99,0,0,0,0,0,0,0,500164,150164|450105,0
50165,1,QUT_Title_001771,QUT_Main_001771,QUT_Progress_001771,QUT_Finish_001771,QUT_Mini_001771,"[最困难] 挑战极致,恩蒂温圣所",真的很着急.达到极限没有这种事.你在这个地方达到这种能力现在还有点不足.要是想达到这种能力的话先挑战一下吧./n /n去<TC '163:21:21' Text'恩蒂温圣所' />挑战最困难级别并得到SSS排序.要是这样的话就能达到极限了.,你能达到极限吗?,真开心.超越极限了.,和地下城的管理者对话,1202,4,99,0,0,1,1,51212,0,1,51212,0,0,0,0,2|4,99,99,0,0,0,0,0,0,0,500165,150165|450106,0
50166,1,QUT_Title_001772,QUT_Main_001772,QUT_Progress_001772,QUT_Finish_001772,QUT_Mini_001772,强化技能,"努弗兹拜托我强化武器.应该赶紧做./n /n嗯?你也想强化吗?/n /n但是, 这不是一件容易的事./n /n强化一共有15个阶段,但是从第三阶段开始就有失败的可能.随着强化阶段的提高失败率也会增加.你要是能得到女神的保佑就能强化到较高级.但是,要是出现问题的话有可能会毁损武器.请你记住这一点./n /n还有重要的事.强化不是在任何地方都能做的.只有通过大都市或者村庄里的<TC '163:21:21' Text'技术者' />才能做到./n只听不如你亲自去做一下理解的快./n /n用给你的武器和能强化到2阶段的<TC '163:21:21' Text'强化石' /><TC '163:21:21' Text'通过詹纳科' /> 强化到2阶段吧./n /n要是成功的话请将武器交给努弗兹.","努弗兹拜托我强化武器.应该赶紧做./n /n嗯?你也想强化吗?/n /n但是, 这不是一件容易的事./n /n强化一共有15个阶段,但是从第三阶段开始就有失败的可能.随着强化阶段的提高失败率也会增加.你要是能得到女神的保佑就能强化到较高级.但是,要是出现问题的话有可能会毁损武器.请你记住这一点./n /n还有重要的事.强化不是在任何地方都能做的.只有通过大都市或者村庄里的<TC '163:21:21' Text'技术者' />才能做到./n只听不如你亲自去做一下理解的快./n /n用给你的武器和能强化到2阶段的<TC '163:21:21' Text'强化石' /><TC '163:21:21' Text'通过詹纳科' /> 强化到2阶段吧./n /n要是成功的话请将武器交给努弗兹.",我正在等你.要想解除危机必须强化武器./n /n我给你了强化石所以你也试试吧.,和藤蔓研究所的努弗兹对话,1202,0,10,0,0,0,1,51141,0,1,51010,0,0,0,0,2|4,10,99,0,0,9075,2,9074,1,0,500166|501166,150166,0
50167,1,QUT_Title_001773,QUT_Main_001773,QUT_Progress_001773,QUT_Finish_001773,QUT_Mini_001773,安装精灵石,"你没有安装精灵石的想法吗?/n /n从你看你带来的物品中的空隙的眼神中就可以知道.大部分的物品的空隙都空着.可以在那里安装精灵石.精灵石可以通过狩猎得到.并且安装的精灵石可以取下来,但是会损坏精灵石.请你记住也有失败的时候./n /n还有重要的事.精灵石不是在任何地方都能安装的, 只有<TC '163:21:21' Text'技术者' />才能做到./n技术者在每个大都市和村庄都有很容易找到./n /n用给你的 <TC '163:21:21' Text'精灵石' />通过 <TC '163:21:21' Text'詹纳科' />就可以安装.失败的话就放弃再试一次./n /n成功的话就回来找我.","你没有安装精灵石的想法吗?/n /n从你看你带来的物品中的空隙的眼神中就可以知道.大部分的物品的空隙都空着.可以在那里安装精灵石.精灵石可以通过狩猎得到.并且安装的精灵石可以取下来,但是会损坏精灵石.请你记住也有失败的时候./n /n还有重要的事.精灵石不是在任何地方都能安装的, 只有<TC '163:21:21' Text'技术者' />才能做到./n技术者在每个大都市和村庄都有很容易找到./n /n用给你的 <TC '163:21:21' Text'精灵石' />通过 <TC '163:21:21' Text'詹纳科' />就可以安装.失败的话就放弃再试一次./n /n成功的话就回来找我.",要是有安装精灵石的想法就去找相同的技术者.,和技术者对话,1202,0,10,0,0,0,1,51141,0,1,51141,0,0,0,0,2|4,10,99,0,0,9072,1,0,0,0,500167,150167,0
50168,1,QUT_Title_001774,QUT_Main_001774,QUT_Progress_001774,QUT_Finish_001774,QUT_Mini_001774,冻结的乐园,"我正在研究<TC '163:21:21' Text'冻结的乐园,冻结的江' />事件但是有点担心我的朋友布塔尼.这是非常冷的地方……/n /n 冻结的乐园位于斑蒂露娜南边.去那边看看布塔尼是否安全.","我正在研究<TC '163:21:21' Text'冻结的乐园,冻结的江' />事件但是有点担心我的朋友布塔尼.这是非常冷的地方……/n /n 冻结的乐园位于斑蒂露娜南边.去那边看看布塔尼是否安全.",虽然很冷但我还好.这里的研究很有趣.真的很高兴.,和冻结的江的布塔尼对话.,1203,0,20,0,0,0,1,51027,0,1,52001,0,0,0,0,2|4,20,99,0,0,12309,1,0,0,0,500168,150168,0
50169,1,QUT_Title_001775,QUT_Main_001775,QUT_Progress_001775,QUT_Finish_001775,QUT_Mini_001775,用归化的卷轴移动的场所,"登陆据点了吗? 要是还没有就赶紧做吧./n /n想问这是什么吗.用归化的卷轴移动到指定场所.在适当的地点登陆的话可以 从狩猎场回到村子里的任何一个地方.要是在不相符的地方登陆就会有点难了?/n /n如果到现在还没有做到话,现在就赶紧登陆吧 . 请去到<TC '163:21:21' Text'藤蔓研究所据点管理人' />那里.","登陆据点了吗? 要是还没有就赶紧做吧./n /n想问这是什么吗.用归化的卷轴移动到指定场所.在适当的地点登陆的话可以 从狩猎场回到村子里的任何一个地方.要是在不相符的地方登陆就会有点难了?/n /n如果到现在还没有做到话,现在就赶紧登陆吧 . 请去到<TC '163:21:21' Text'藤蔓研究所据点管理人' />那里.",怎么样?是不是很简单?,和藤蔓之林的爱克林特对话,1202,0,1,0,0,1,1,51011,0,1,51011,0,0,0,0,2|4,1,99,0,0,0,0,0,0,0,500169,150169,0
50170,1,QUT_Title_001776,QUT_Main_001776,QUT_Progress_001776,QUT_Finish_001776,QUT_Mini_001776,值得信任的朋友,"为了继续调查叫做卡里阿的家伙.在绿色草原上工作的我的朋友,高里亚斯可以做的很好.是一个值得信任的人.哦,有一种不祥的征兆. /n /n去看看高里亚斯怎么样了.","为了继续调查叫做卡里阿的家伙.在绿色草原上工作的我的朋友,高里亚斯可以做的很好.是一个值得信任的人.哦,有一种不祥的征兆. /n /n去看看高里亚斯怎么样了.",哈哈哈.真是让赫尔拉奥费心了.正如你看到的我现在很好.我会马上联系他.,和神圣之地的高里亚斯对话,1202,0,18,0,0,0,1,50032,0,1,51024,0,0,50129,0,2|4,18,99,0,0,12305,1,0,0,0,500170,150170,0
50171,1,QUT_Title_001777,QUT_Main_001777,QUT_Progress_001777,QUT_Finish_001777,QUT_Mini_001777,遗憾,嗯……/n /n现在应该先解决绿色草原的事. 没有抓到卢因海本的尾巴真是可惜./n /n请转达拉希德让他加快速度.,嗯……/n /n现在应该先解决绿色草原的事. 没有抓到卢因海本的尾巴真是可惜./n /n请转达拉希德让他加快速度.,现在正在慢慢的处理.请告诉赫尔拉奥让他为了在一天之内解决好问题更加努力.,和神圣之地的拉希德对话,1202,0,19,0,0,0,1,50032,0,1,51029,0,0,50146,0,2|4,19,99,0,0,12307,1,0,0,0,500171,150171,0
50172,1,QUT_Title_001778,QUT_Main_001778,QUT_Progress_001778,QUT_Finish_001778,QUT_Mini_001778,无情的结果,我的副官正在处理这件事.你要是想知道的话就去找他.,我的副官正在处理这件事.你要是想知道的话就去找他.,不知道我的儿子因为谁而死掉了!/n /n可怜的家伙…...哼哼哼……,和神圣之地的伍曼娜对话,1202,0,19,0,0,0,1,51032,0,1,51031,0,0,50149,0,2|4,19,99,0,0,12307,1,0,0,0,500172,150172,0
50173,0,QUT_Title_001779,QUT_Main_001779,QUT_Progress_001779,QUT_Finish_001779,QUT_Mini_001779,没有办法交出的研究,让我把研究交给别人.除了我还有别的专家吗? 很想把安提兰斯一直隐藏的秘密找出来真是可惜./n /n 哎. 不管怎样去看看阿泰尔力吧. 安提兰斯正在南边进行研究.,让我把研究交给别人.除了我还有别的专家吗? 很想把安提兰斯一直隐藏的秘密找出来真是可惜./n /n 哎. 不管怎样去看看阿泰尔力吧. 安提兰斯正在南边进行研究.,带来了很有趣的东西啊.太好了.,和伤心沼泽的阿泰尔力对话,1202,0,13,0,0,1,1,51014,0,1,51072,0,0,50011,50012,2|4,13,99,0,0,0,0,0,0,0,500173,150173|401183|401184,0
50174,0,QUT_Title_001780,QUT_Main_001780,QUT_Progress_001780,QUT_Finish_001780,QUT_Mini_001780,帮助卡户,"出大事了! ?? 现在<TC '163:21:21' Text'卡户' />队长正在阻挡恩蒂温的直属部队博马和安提兰斯,这种情况并不意外.只有解决掉这里的事情恩蒂温的事才能继续下去 .去帮帮他吧. ","出大事了!现在<TC '163:21:21' Text'卡户' />队长正在阻挡恩蒂温的直属部队博马和安提兰斯,这种情况并不意外.只有解决掉这里的事情恩蒂温的事才能继续下去 .去帮帮他吧. ",哇!我现在正辛苦呢真是太好了. 只要知道恩蒂温的位置就好了.,和神圣本地的卡户对话,1202,0,18,0,0,1,1,51024,0,1,51026,0,0,50018,50019,2|4,17,99,0,0,0,0,0,0,0,500174,150174|451141|451142|451143|451328|451329|451330,0
50175,1,QUT_Title_001781,QUT_Main_001781,QUT_Progress_001781,QUT_Finish_001781,QUT_Mini_001781,宪兵的危险,宪兵正在向我们这边集中真是太危险了.他们中受到诅咒的宪兵非常厉害.即使是用很强的武器攻击也不会倒下.甚至将武器钉到他们身上的话就会拔不出来.或许像你一样强大的人才能除掉他们.请你去除掉<TC '163:21:21' Text'受到诅咒的宪兵' />.,宪兵正在向我们这边集中真是太危险了.他们中受到诅咒的宪兵非常厉害.即使是用很强的武器攻击也不会倒下.甚至将武器钉到他们身上的话就会拔不出来.或许像你一样强大的人才能除掉他们.请你去除掉<TC '163:21:21' Text'受到诅咒的宪兵' />.,了了一桩心事.,和湖边联络所的卡修本对话,1202,0,15,0,0,1,1,51021,0,1,51021,0,0,0,0,2|4,15,99,0,0,0,0,0,0,0,500175,150175,0
50176,1,QUT_Title_001782,QUT_Main_001782,QUT_Progress_001782,QUT_Finish_001782,QUT_Mini_001782,安提兰斯的危险,变异安提兰斯中的<TC '163:21:21' Text'粗刺之安提兰斯' />非常危险.比普通安提兰斯更加疯狂!因为这些家伙受伤的同僚很多.问题是这些家伙正在慢慢向斑蒂露娜那边移动.要是放置不管的话就真的出大事了!/n /n你去除掉<TC '163:21:21' Text'粗刺之安提兰斯' />吧.,变异安提兰斯中的<TC '163:21:21' Text'粗刺之安提兰斯' />非常危险.比普通安提兰斯更加疯狂!因为这些家伙受伤的同僚很多.问题是这些家伙正在慢慢向斑蒂露娜那边移动.要是放置不管的话就真的出大事了!/n /n你去除掉<TC '163:21:21' Text'粗刺之安提兰斯' />吧.,做得好.,和湖边联络所的卡修本对话,1202,0,15,0,0,1,1,51021,0,1,51021,0,0,0,0,2|4,15,99,0,0,0,0,0,0,0,500176,150176,0
50177,1,QUT_Title_001783,QUT_Main_001783,QUT_Progress_001783,QUT_Finish_001783,QUT_Mini_001783,妨碍存在,"正在找恩蒂温的去向但是博马, 安提兰斯, 宪兵家伙聚在一起经常妨碍.其中最让人头疼的是<TC '163:21:21' Text'红色火苗宪兵' />.这些家伙放出的恐怖吓坏了普通士兵.要是没有像高里亚斯,卡户一样勇敢的人的话是很难应对的.因此你也出去不出去帮忙吗? 除掉<TC '163:21:21' Text'红色火苗宪兵' />.","正在找恩蒂温的去向但是博马, 安提兰斯, 宪兵家伙聚在一起经常妨碍.其中最让人头疼的是<TC '163:21:21' Text'红色火苗宪兵' />.这些家伙放出的恐怖吓坏了普通士兵.要是没有像高里亚斯,卡户一样勇敢的人的话是很难应对的.因此你也出去不出去帮忙吗? 除掉<TC '163:21:21' Text'红色火苗宪兵' />.",谢谢你了.托你的福现在大家都安心了.,和神圣本地的拉希德对话,1202,0,18,0,0,1,1,51029,0,1,51029,0,0,0,0,2|4,18,99,0,0,0,0,0,0,0,500177,150177|450084|450085,0
50178,1,QUT_Title_001784,QUT_Main_001784,QUT_Progress_001784,QUT_Finish_001784,QUT_Mini_001784,陷入危险的马,"看看这些漂亮的马.是不是很壮观?这都是我饲养的./n但是,不久之前向斑蒂露娜地区搬运这些家伙时遭到了古树哥布林巫师的袭击!那时候死了很多匹.他们竟然将这么漂亮的马抓住吃掉了!在那之后他们依旧虎视眈眈.马陷入危险中了总不能不管./n /n请除掉<TC '163:21:21' Text'古树哥布林巫师' />.","看看这些漂亮的马.是不是很壮观?这都是我饲养的./n但是,不久之前向斑蒂露娜地区搬运这些家伙时遭到了古树哥布林巫师的袭击!那时候死了很多匹.他们竟然将这么漂亮的马抓住吃掉了!在那之后他们依旧虎视眈眈.马陷入危险中了总不能不管./n /n请除掉<TC '163:21:21' Text'古树哥布林巫师' />.",谢谢你了.为了表达谢意我送你一匹马.带着它走吧.,和藤蔓研究所的麦格对话,1202,0,9,0,0,1,1,51034,0,1,51034,0,0,0,0,2|4,9,99,0,0,0,0,0,0,0,500178,150178|451087|451088|451089,0
50179,0,QUT_Title_001785,QUT_Main_001785,QUT_Progress_001785,QUT_Finish_001785,QUT_Mini_001785,斯帕特斯卡的袭击,"因为突然出现的斯帕特斯卡很伤脑筋.这些家伙是不会来这里的真的好奇怪./n /n虽然处理掉了这些家伙,但是他们的繁殖能力很强所以没有什么用.即使是在贫瘠的土地上只要中下种子就可以存活.要想控制这种状态的话就要使他们无法繁殖 ./n /n在<TC '163:21:21' Text'小种子斯帕特斯卡' />那里找来种子口袋.","因为突然出现的斯帕特斯卡很伤脑筋.这些家伙是不会来这里的真的好奇怪./n /n虽然处理掉了这些家伙,但是他们的繁殖能力很强所以没有什么用.即使是在贫瘠的土地上只要中下种子就可以存活.要想控制这种状态的话就要使他们无法繁殖 ./n /n在<TC '163:21:21' Text'小种子斯帕特斯卡' />那里找来种子口袋.",做到这种程度就已经足够了.将会制造防止这些家伙繁殖的药.都是托你的福.,和团之村的安克对话,1207,0,1,0,0,1,1,51221,0,1,51221,0,0,0,50181,2,1,99,0,0,0,0,0,0,0,500179,150179,500070
